Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2023-04-21 00:21:49,2023-04-22 02:39:22,UTC-04:00,2023-04-21 00:21:49,2023-04-21 09:36:05,72,13.7,438,554,226,124,88,116,613,122,79,44,false
2023-04-20 06:34:42,2023-04-21 00:21:49,UTC-04:00,2023-04-20 06:34:42,2023-04-20 12:23:10,48,14.4,305,348,198,63,44,43,633,109,87,30,false
2023-04-19 00:58:13,2023-04-20 06:34:42,UTC-04:00,2023-04-19 00:58:13,2023-04-19 09:04:38,64,14.4,385,483,164,87,134,98,602,88,79,78,false
2023-04-18 01:47:41,2023-04-19 00:58:13,UTC-04:00,2023-04-18 01:47:41,2023-04-18 10:07:05,71,13.9,408,495,281,67,60,87,571,72,84,71,false
2023-04-17 00:57:11,2023-04-18 01:47:41,UTC-04:00,2023-04-17 00:57:11,2023-04-17 10:14:45,76,14.2,476,557,275,84,117,81,626,151,85,52,false
2023-04-16 03:44:56,2023-04-17 00:57:11,UTC-04:00,2023-04-16 03:44:56,2023-04-16 08:21:30,36,16.4,230,276,126,58,46,46,634,127,83,76,false
2023-04-15 04:34:53,2023-04-16 03:44:56,UTC-04:00,2023-04-15 04:34:53,2023-04-15 10:00:17,46,16.5,286,325,81,98,107,39,619,125,87,70,false
2023-04-14 03:43:54,2023-04-15 04:34:53,UTC-04:00,2023-04-14 03:43:54,2023-04-14 11:03:07,47,15.8,317,439,184,64,69,122,679,151,72,63,false
2023-04-13 07:02:52,2023-04-14 03:43:54,UTC-04:00,2023-04-13 07:02:52,2023-04-13 10:57:54,36,15.2,208,233,147,31,30,25,571,69,89,38,false
2023-04-12 01:53:42,2023-04-13 07:02:52,UTC-04:00,2023-04-12 01:53:42,2023-04-12 10:05:00,77,14.3,433,486,330,77,26,53,561,80,89,63,false
2023-04-11 02:21:04,2023-04-12 01:53:42,UTC-04:00,2023-04-11 02:21:04,2023-04-11 08:35:01,66,14.2,313,373,195,61,57,60,475,0,86,54,false
2023-04-10 00:30:00,2023-04-11 02:21:04,UTC-04:00,2023-04-10 00:30:00,2023-04-10 10:00:00,100,13.9,517,570,278,85,154,53,503,9,90,41,false
2023-04-08 01:14:00,2023-04-10 00:30:00,UTC-04:00,2023-04-08 01:14:00,2023-04-08 12:01:20,97,14.0,546,647,348,67,131,101,563,82,84,73,false
2023-04-07 02:43:17,2023-04-08 01:14:00,UTC-04:00,2023-04-07 02:43:17,2023-04-07 11:14:54,65,14.9,380,511,246,76,58,131,581,69,75,80,false
2023-04-06 02:34:36,2023-04-07 02:43:17,UTC-04:00,2023-04-06 02:34:36,2023-04-06 11:08:25,77,14.6,426,514,299,65,62,88,554,66,82,75,false
2023-04-05 01:21:13,2023-04-06 02:34:36,UTC-04:00,2023-04-05 01:21:13,2023-04-05 10:30:41,78,14.2,463,549,308,96,59,86,594,118,84,73,false
2023-04-04 01:41:52,2023-04-05 01:21:13,UTC-04:00,2023-04-04 01:41:52,2023-04-04 08:15:02,61,13.8,330,393,167,52,111,63,541,63,84,79,false
2023-04-03 01:54:20,2023-04-04 01:41:52,UTC-04:00,2023-04-03 01:54:20,2023-04-03 11:08:31,79,13.7,479,554,277,90,112,75,603,127,86,74,false
2023-04-02 03:14:41,2023-04-03 01:54:20,UTC-04:00,2023-04-02 03:14:41,2023-04-02 10:44:06,58,14.8,356,443,235,63,58,87,617,137,82,71,false
2023-04-01 05:39:58,2023-04-02 03:14:41,UTC-04:00,2023-04-01 05:39:58,2023-04-01 10:29:48,42,16.7,236,285,97,62,77,49,559,36,83,55,false
2023-03-31 01:46:49,2023-04-01 05:39:58,UTC-04:00,2023-03-31 01:46:49,2023-03-31 11:00:32,88,14.4,456,554,251,77,128,98,518,33,82,73,false
2023-03-30 00:40:52,2023-03-31 01:46:49,UTC-04:00,2023-03-30 00:40:52,2023-03-30 10:59:33,89,13.7,536,616,416,55,65,80,602,122,87,53,false
2023-03-29 01:45:19,2023-03-29 23:40:52,UTC-05:00,2023-03-29 01:45:19,2023-03-29 07:43:53,48,14.9,290,355,142,65,83,65,604,127,81,60,false
2023-03-28 04:19:16,2023-03-29 01:45:19,UTC-05:00,2023-03-28 04:19:16,2023-03-28 10:02:03,46,16.3,278,342,225,51,2,64,605,127,81,59,false
2023-03-27 02:11:51,2023-03-28 04:19:16,UTC-05:00,2023-03-27 02:11:51,2023-03-27 09:15:19,46,17.4,290,423,145,65,80,133,630,139,70,54,false
2023-03-26 04:05:19,2023-03-27 02:11:51,UTC-05:00,2023-03-26 04:05:19,2023-03-26 08:47:57,41,18.0,239,279,134,54,51,40,588,146,85,39,false
2023-03-25 03:47:22,2023-03-26 04:05:19,UTC-05:00,2023-03-25 17:59:13,2023-03-25 19:48:49,15,19.5,99,110,36,24,39,11,654,146,90,,true
2023-03-25 03:47:22,2023-03-26 04:05:19,UTC-05:00,2023-03-25 03:47:22,2023-03-25 08:09:48,38,17.8,231,262,98,90,43,31,615,170,88,37,false
2023-03-24 02:12:04,2023-03-25 04:47:22,UTC-04:00,2023-03-24 11:38:46,2023-03-24 13:20:11,15,14.5,94,101,42,5,47,7,646,170,92,,true
2023-03-24 02:12:04,2023-03-25 04:47:22,UTC-04:00,2023-03-24 02:12:04,2023-03-24 05:50:17,28,14.1,171,217,99,37,35,46,611,96,79,63,false
2023-03-23 02:31:16,2023-03-24 02:12:04,UTC-04:00,2023-03-23 02:31:16,2023-03-23 08:33:41,59,14.1,321,362,175,60,86,41,550,66,89,84,false
2023-03-22 03:17:00,2023-03-23 02:31:16,UTC-04:00,2023-03-22 03:17:00,2023-03-22 11:28:14,78,14.2,433,491,270,97,66,58,555,63,88,80,false
2023-03-21 02:39:00,2023-03-22 03:17:00,UTC-04:00,2023-03-21 02:39:00,2023-03-21 11:11:23,79,13.7,420,508,294,61,65,88,529,51,82,75,false
2023-03-20 01:40:15,2023-03-21 02:39:00,UTC-04:00,2023-03-20 01:40:15,2023-03-20 10:50:07,83,14.4,454,549,270,82,102,95,548,72,83,70,false
2023-03-19 03:41:13,2023-03-20 01:40:15,UTC-04:00,2023-03-19 03:41:13,2023-03-19 12:28:22,76,16.1,429,527,285,69,75,98,563,78,82,72,false
2023-03-18 03:26:46,2023-03-19 03:41:13,UTC-04:00,2023-03-18 03:26:46,2023-03-18 12:49:37,67,16.8,398,558,257,53,88,160,595,73,72,64,false
2023-03-17 02:49:45,2023-03-18 03:26:46,UTC-04:00,2023-03-17 02:49:45,2023-03-17 11:30:35,69,14.4,403,520,206,126,71,117,583,66,77,66,false
2023-03-16 00:51:27,2023-03-17 02:49:45,UTC-04:00,2023-03-16 00:51:27,2023-03-16 08:30:45,78,14.3,404,459,282,43,79,55,519,24,88,65,false
2023-03-15 02:46:45,2023-03-16 00:51:27,UTC-04:00,2023-03-15 02:46:45,2023-03-15 12:18:45,92,13.4,483,571,273,97,113,88,523,36,84,66,false
2023-03-14 02:08:17,2023-03-15 02:46:45,UTC-04:00,2023-03-14 02:08:17,2023-03-14 11:08:32,88,13.8,457,540,235,100,122,83,518,42,84,62,false
2023-03-13 00:36:55,2023-03-14 02:08:17,UTC-04:00,2023-03-13 00:36:55,2023-03-13 10:32:56,86,14.1,506,594,276,110,120,88,586,108,85,41,false
2023-03-12 05:22:51,2023-03-13 00:36:55,UTC-04:00,2023-03-12 05:22:51,2023-03-12 13:40:06,54,16.3,341,497,253,67,21,156,632,87,68,50,false
2023-03-11 02:23:04,2023-03-12 04:22:51,UTC-05:00,2023-03-11 02:23:04,2023-03-11 09:21:14,63,16.3,362,418,163,78,121,56,572,63,89,69,false
2023-03-10 02:08:33,2023-03-11 02:23:04,UTC-05:00,2023-03-10 02:08:33,2023-03-10 09:45:46,79,13.8,399,457,229,92,78,58,508,113,87,68,false
2023-03-09 02:33:01,2023-03-10 02:08:33,UTC-05:00,2023-03-09 10:47:36,2023-03-09 12:19:53,14,14.6,81,92,55,12,14,11,598,123,90,,true
2023-03-09 02:33:01,2023-03-10 02:08:33,UTC-05:00,2023-03-09 02:33:01,2023-03-09 08:35:39,52,14.8,299,362,210,52,37,63,581,60,82,66,false
2023-03-08 01:27:03,2023-03-09 02:33:01,UTC-05:00,2023-03-08 10:45:43,2023-03-08 12:30:43,3,13.7,13,105,13,0,0,92,536,60,12,,true
2023-03-08 01:27:03,2023-03-09 02:33:01,UTC-05:00,2023-03-08 01:27:03,2023-03-08 10:32:07,80,13.4,442,543,257,98,87,101,553,66,81,52,false
2023-03-07 00:13:30,2023-03-08 01:27:03,UTC-05:00,2023-03-07 00:13:30,2023-03-07 08:21:23,78,13.7,401,487,210,104,87,86,516,36,84,63,false
2023-03-06 02:57:50,2023-03-07 00:13:30,UTC-05:00,2023-03-06 02:57:50,2023-03-06 12:37:31,88,13.9,483,579,305,86,92,96,549,73,83,89,false
2023-03-05 03:22:39,2023-03-06 02:57:50,UTC-05:00,2023-03-05 03:22:39,2023-03-05 12:45:32,76,16.2,427,562,276,90,61,135,559,63,77,84,false
2023-03-04 03:15:33,2023-03-05 03:22:39,UTC-05:00,2023-03-04 03:15:33,2023-03-04 12:39:15,79,15.0,426,563,275,112,39,137,541,30,75,68,false
2023-03-03 03:30:04,2023-03-04 03:15:33,UTC-05:00,2023-03-03 03:30:04,2023-03-03 13:18:25,90,14.8,497,585,399,86,12,88,553,120,84,55,false
2023-03-02 02:19:10,2023-03-03 03:30:04,UTC-05:00,2023-03-02 10:51:00,2023-03-02 12:45:00,16,16.1,94,114,58,12,24,20,596,120,82,,true
2023-03-02 02:19:10,2023-03-03 03:30:04,UTC-05:00,2023-03-02 02:19:10,2023-03-02 08:42:34,49,16.3,274,383,184,69,21,109,554,48,71,71,false
2023-03-01 01:59:53,2023-03-02 02:19:10,UTC-05:00,2023-03-01 01:59:53,2023-03-01 11:33:14,84,14.6,472,573,249,92,131,101,559,123,82,56,false
2023-02-28 02:41:12,2023-03-01 01:59:53,UTC-05:00,2023-02-28 14:45:00,2023-02-28 15:50:00,9,15.8,55,65,48,0,7,10,598,123,85,,true
2023-02-28 02:41:12,2023-03-01 01:59:53,UTC-05:00,2023-02-28 02:41:12,2023-02-28 08:06:07,48,13.6,262,324,185,25,52,62,544,57,81,77,false
2023-02-27 02:34:22,2023-02-28 02:41:12,UTC-05:00,2023-02-27 02:34:22,2023-02-27 11:50:33,81,13.7,451,556,263,74,114,105,557,79,81,67,false
2023-02-26 04:05:10,2023-02-27 02:34:22,UTC-05:00,2023-02-26 04:05:10,2023-02-26 12:30:49,74,15.2,445,502,172,99,174,57,598,94,89,62,false
2023-02-25 05:11:54,2023-02-26 04:05:10,UTC-05:00,2023-02-25 05:11:54,2023-02-25 11:55:10,60,16.9,336,403,117,110,109,67,557,57,85,47,false
2023-02-24 01:44:14,2023-02-25 05:11:54,UTC-05:00,2023-02-24 01:44:14,2023-02-24 11:24:51,81,14.8,458,580,316,90,52,122,568,115,79,55,false
2023-02-23 02:22:38,2023-02-24 01:44:14,UTC-05:00,2023-02-23 16:15:00,2023-02-23 17:30:00,9,14.9,51,75,31,0,20,24,592,115,83,,true
2023-02-23 02:22:38,2023-02-24 01:44:14,UTC-05:00,2023-02-23 02:22:38,2023-02-23 08:12:04,51,14.5,265,349,153,48,64,84,522,21,76,63,false
2023-02-22 02:24:39,2023-02-23 02:22:38,UTC-05:00,2023-02-22 02:24:39,2023-02-22 11:55:11,93,14.6,488,568,314,94,80,80,524,39,85,54,false
2023-02-20 23:45:01,2023-02-22 02:24:39,UTC-05:00,2023-02-20 23:45:01,2023-02-21 10:51:20,87,14.5,562,666,320,93,149,104,643,113,84,36,false
2023-02-20 02:24:34,2023-02-20 23:45:01,UTC-05:00,2023-02-20 02:24:34,2023-02-20 07:43:15,52,14.7,293,318,161,58,74,25,565,89,92,48,false
2023-02-19 07:21:30,2023-02-20 02:24:34,UTC-05:00,2023-02-19 07:21:30,2023-02-19 12:27:12,62,15.3,295,338,171,34,90,43,478,75,87,25,false
2023-02-18 03:09:36,2023-02-19 07:21:30,UTC-05:00,2023-02-18 19:30:00,2023-02-18 21:20:00,14,17.3,79,110,39,22,18,31,552,75,72,,true
2023-02-18 03:09:36,2023-02-19 07:21:30,UTC-05:00,2023-02-18 03:09:36,2023-02-18 11:03:03,68,14.6,378,473,240,48,90,95,553,73,80,72,false
2023-02-17 03:24:57,2023-02-18 03:09:36,UTC-05:00,2023-02-17 03:24:57,2023-02-17 10:52:27,69,17.1,404,447,254,78,72,43,583,94,90,57,false
2023-02-16 01:58:24,2023-02-17 03:24:57,UTC-05:00,2023-02-16 01:58:24,2023-02-16 07:53:36,60,14.5,297,351,194,62,41,54,497,15,84,77,false
2023-02-15 02:20:57,2023-02-16 01:58:24,UTC-05:00,2023-02-15 02:20:57,2023-02-15 12:15:03,95,13.4,504,594,325,78,101,90,530,51,84,69,false
2023-02-14 01:56:51,2023-02-15 02:20:57,UTC-05:00,2023-02-14 01:56:51,2023-02-14 10:07:08,83,14.3,401,488,218,73,110,87,485,9,82,67,false
2023-02-13 01:42:57,2023-02-14 01:56:51,UTC-05:00,2023-02-13 01:42:57,2023-02-13 13:40:17,97,13.4,534,717,293,107,134,183,552,73,74,57,false
2023-02-12 04:51:32,2023-02-13 01:42:57,UTC-05:00,2023-02-12 04:51:32,2023-02-12 12:38:44,76,14.5,420,467,311,85,24,47,553,76,90,57,false
2023-02-11 03:55:44,2023-02-12 04:51:32,UTC-05:00,2023-02-11 03:55:44,2023-02-11 13:19:04,75,15.4,433,550,228,97,108,117,576,57,79,50,false
2023-02-10 03:32:38,2023-02-11 03:55:44,UTC-05:00,2023-02-10 03:32:38,2023-02-10 11:33:46,81,15.2,430,481,279,94,57,51,529,104,89,46,false
2023-02-09 01:55:02,2023-02-10 03:32:38,UTC-05:00,2023-02-09 17:00:00,2023-02-09 18:28:00,12,15.7,69,88,54,5,10,19,580,104,79,,true
2023-02-09 01:55:02,2023-02-10 03:32:38,UTC-05:00,2023-02-09 01:55:02,2023-02-09 08:34:56,56,15.4,315,399,164,80,71,84,562,57,79,72,false
2023-02-08 01:35:17,2023-02-09 01:55:02,UTC-05:00,2023-02-08 01:35:17,2023-02-08 11:18:22,81,14.6,502,583,279,88,135,81,620,88,86,65,false
2023-02-07 01:17:53,2023-02-08 01:35:17,UTC-05:00,2023-02-07 01:17:53,2023-02-07 08:17:59,71,14.0,359,416,237,58,64,57,505,27,86,60,false
2023-02-06 00:24:58,2023-02-07 01:17:53,UTC-05:00,2023-02-06 00:24:58,2023-02-06 11:03:17,91,14.7,539,634,373,98,68,95,592,115,84,46,false
2023-02-05 05:20:57,2023-02-06 00:24:58,UTC-05:00,2023-02-05 05:20:57,2023-02-05 11:30:17,51,15.1,304,369,153,80,71,65,596,108,85,52,false
2023-02-04 02:58:10,2023-02-05 05:20:57,UTC-05:00,2023-02-04 02:58:10,2023-02-04 09:00:06,54,18.4,328,361,181,62,85,33,613,91,90,50,false
2023-02-03 04:17:53,2023-02-04 02:58:10,UTC-05:00,2023-02-03 04:17:53,2023-02-03 13:12:22,70,14.3,446,534,279,115,52,88,636,113,85,38,false
2023-02-02 02:21:32,2023-02-03 04:17:53,UTC-05:00,2023-02-02 02:21:32,2023-02-02 08:22:59,52,15.6,296,361,183,53,60,65,569,30,82,56,false
2023-02-01 00:57:28,2023-02-02 02:21:32,UTC-05:00,2023-02-01 00:57:28,2023-02-01 11:52:31,90,14.6,517,655,364,65,88,138,576,100,82,60,false
2023-01-31 00:29:53,2023-02-01 00:57:28,UTC-05:00,2023-01-31 00:29:53,2023-01-31 08:34:23,67,14.1,385,484,201,101,83,99,578,79,79,73,false
2023-01-30 00:12:25,2023-01-31 00:29:53,UTC-05:00,2023-01-30 00:12:25,2023-01-30 09:45:51,74,13.9,437,573,276,60,101,136,590,113,76,61,false
2023-01-29 03:33:11,2023-01-30 00:12:25,UTC-05:00,2023-01-29 03:33:11,2023-01-29 09:32:47,52,16.3,295,359,202,60,33,64,571,80,82,70,false
2023-01-28 03:14:57,2023-01-29 03:33:11,UTC-05:00,2023-01-28 03:14:57,2023-01-28 10:59:45,66,15.1,403,464,301,78,24,61,608,97,86,66,false
2023-01-27 01:21:18,2023-01-28 03:14:57,UTC-05:00,2023-01-27 01:21:18,2023-01-27 09:13:29,68,13.6,409,470,256,64,89,61,604,118,86,59,false
2023-01-26 02:07:54,2023-01-27 01:21:18,UTC-05:00,2023-01-26 02:07:54,2023-01-26 08:35:41,50,15.5,304,387,154,66,84,83,603,73,78,72,false
2023-01-25 02:28:03,2023-01-26 02:07:54,UTC-05:00,2023-01-25 02:28:03,2023-01-25 10:36:24,69,14.6,393,488,224,80,89,95,572,91,80,71,false
2023-01-24 01:53:01,2023-01-25 00:28:03,UTC-07:00,2023-01-24 01:53:01,2023-01-24 09:38:47,70,14.4,405,465,238,81,86,60,575,97,87,68,false
2023-01-23 02:38:39,2023-01-24 01:53:01,UTC-07:00,2023-01-23 02:38:39,2023-01-23 10:30:10,59,16.9,361,471,168,106,87,110,617,79,76,50,false
2023-01-22 00:31:44,2023-01-23 02:38:39,UTC-07:00,2023-01-22 00:31:44,2023-01-22 08:40:04,74,15.4,438,487,247,85,106,49,590,137,89,38,false
2023-01-21 04:25:17,2023-01-22 00:31:44,UTC-07:00,2023-01-21 17:30:00,2023-01-21 18:05:00,5,15.9,29,35,29,0,0,6,620,137,85,,true
2023-01-21 04:25:17,2023-01-22 00:31:44,UTC-07:00,2023-01-21 04:25:17,2023-01-21 09:59:50,42,16.8,244,334,159,63,22,90,575,33,73,21,false
2023-01-19 23:01:28,2023-01-21 04:25:17,UTC-07:00,2023-01-19 23:01:28,2023-01-20 08:22:51,89,14.4,433,561,293,70,70,128,486,0,77,10,false
2023-01-18 22:38:16,2023-01-19 22:01:28,UTC-08:00,2023-01-18 22:38:16,2023-01-19 07:30:03,100,14.7,450,531,259,89,102,81,85,111,86,19,false
2023-01-17 10:25:42,2023-01-18 22:38:16,UTC-08:00,2023-01-18 05:23:53,2023-01-18 16:39:13,86,13.5,503,675,262,135,106,172,589,111,74,,true
2023-01-17 10:25:42,2023-01-18 22:38:16,UTC-08:00,2023-01-17 10:25:42,2023-01-17 15:42:56,53,16.3,281,316,105,96,80,35,527,42,89,47,false
2023-01-17 00:07:34,2023-01-18 04:25:42,UTC+10:00,2023-01-17 00:07:34,2023-01-17 08:34:10,86,15.3,435,502,303,75,57,67,505,24,86,61,false
2023-01-15 22:16:57,2023-01-17 00:07:34,UTC+10:00,2023-01-15 22:16:57,2023-01-16 09:14:00,92,14.2,553,657,355,110,88,104,602,120,84,46,false
2023-01-15 03:24:53,2023-01-15 23:16:57,UTC+11:00,2023-01-15 03:24:53,2023-01-15 09:46:31,49,16.5,302,381,205,72,25,79,623,153,79,51,false
2023-01-14 04:05:57,2023-01-15 03:24:53,UTC+11:00,2023-01-14 16:45:00,2023-01-14 17:45:00,4,16.3,26,60,26,0,0,34,636,153,57,,true
2023-01-14 04:05:57,2023-01-15 03:24:53,UTC+11:00,2023-01-14 04:05:57,2023-01-14 08:18:47,35,16.1,207,253,94,43,70,46,586,82,82,55,false
2023-01-12 22:57:16,2023-01-14 04:05:57,UTC+11:00,2023-01-12 22:57:16,2023-01-13 07:42:23,73,14.8,456,525,245,88,123,69,621,132,86,61,false
2023-01-12 02:44:35,2023-01-12 22:57:16,UTC+11:00,2023-01-12 02:44:35,2023-01-12 07:44:30,44,16.1,253,297,177,46,30,44,571,82,84,66,false
2023-01-11 00:41:03,2023-01-12 02:44:35,UTC+11:00,2023-01-11 00:41:03,2023-01-11 07:48:22,65,16.4,388,427,238,105,45,39,593,127,90,75,false
2023-01-10 01:47:24,2023-01-11 00:41:03,UTC+11:00,2023-01-10 08:00:00,2023-01-10 09:15:00,4,15.8,21,75,16,5,0,54,606,130,28,,true
2023-01-10 01:47:24,2023-01-11 00:41:03,UTC+11:00,2023-01-10 01:47:24,2023-01-10 07:00:04,46,16.3,275,312,201,29,45,37,601,82,89,65,false
2023-01-09 00:36:22,2023-01-10 01:47:24,UTC+11:00,2023-01-09 00:36:22,2023-01-09 08:50:00,65,16.2,396,494,267,83,46,98,609,80,80,72,false
2023-01-07 23:44:17,2023-01-09 00:36:22,UTC+11:00,2023-01-07 23:44:17,2023-01-08 07:14:39,66,16.7,377,450,224,97,56,73,572,51,83,70,false
2023-01-06 23:18:46,2023-01-07 23:44:17,UTC+11:00,2023-01-06 23:18:46,2023-01-07 08:29:36,83,16.9,452,550,317,84,51,98,543,68,82,61,false
2023-01-05 22:10:08,2023-01-06 23:18:46,UTC+11:00,2023-01-05 22:10:08,2023-01-06 07:29:37,71,17.4,475,559,339,76,60,84,667,172,85,38,false
2023-01-03 02:49:22,2023-01-04 01:38:53,UTC-08:00,2023-01-03 02:49:22,2023-01-03 08:33:04,53,14.6,297,343,157,74,66,46,561,85,86,69,false
2023-01-02 03:07:46,2023-01-03 02:49:22,UTC-08:00,2023-01-02 03:07:46,2023-01-02 10:43:26,64,14.4,411,454,295,69,47,43,646,127,90,57,false
2023-01-01 05:57:53,2023-01-02 03:07:46,UTC-08:00,2023-01-01 05:57:53,2023-01-01 11:22:50,46,14.2,258,323,113,81,64,65,566,21,81,33,false
2022-12-31 00:38:06,2023-01-01 05:57:53,UTC-08:00,2022-12-31 00:38:06,2022-12-31 09:30:27,93,14.4,464,532,274,88,102,68,497,21,87,87,false
2022-12-30 00:32:44,2022-12-31 00:38:06,UTC-08:00,2022-12-30 00:32:44,2022-12-30 08:49:46,91,14.1,432,497,282,86,64,65,476,0,86,81,false
2022-12-29 00:29:20,2022-12-30 00:32:44,UTC-08:00,2022-12-29 00:29:20,2022-12-29 10:28:14,100,15.0,525,598,288,110,127,73,510,30,87,77,false
2022-12-28 00:01:51,2022-12-29 00:29:20,UTC-08:00,2022-12-28 00:01:51,2022-12-28 09:12:17,87,14.9,473,550,319,83,71,77,544,18,85,87,false
2022-12-26 23:53:01,2022-12-28 00:01:51,UTC-08:00,2022-12-26 23:53:01,2022-12-27 09:13:34,94,14.7,485,560,277,84,124,75,519,40,86,,false
2022-12-26 00:37:49,2022-12-26 23:53:01,UTC-08:00,2022-12-26 00:37:49,2022-12-26 09:29:03,83,14.9,460,529,246,83,131,69,553,37,86,,false
2022-12-24 22:43:29,2022-12-26 00:37:49,UTC-08:00,2022-12-24 22:43:29,2022-12-25 07:28:22,84,15.2,432,521,233,79,120,89,512,0,82,,false
